cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
222259,LL1144,La Terrazza - Radisson Blu Hotel & Resort Abu Dhabi Corniche,La Terrazza - Radisson Blu Hotel & Resort Abu Dhabi Corniche offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/La_Terrazza_Restaurant_Radisson_Blu_Hotel__Resort_Abu_Dhabi_Corniche_Merchant101.webp,lunch-and-dinner|parking-available|breakfast|brunch|highchair-available|european-cuisine|wifi|booking-and-reservations|validated-parking|buffet|italian-cuisine|serves-alcohol-full-bar|dine-in|casual-dining|vegetarian-friendly|wheelchair-access|vegan|classical-design|restaurant|gluten-free|valet-parking|international-cuisine,Abu Dhabi,"['european-cuisine', 'highchair-available', 'validated-parking', 'classical-design', 'vegan', 'brunch', 'gluten-free', 'vegetarian-friendly', 'parking-available', 'italian-cuisine', 'wheelchair-access', 'lunch-and-dinner']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",european-cuisine|highchair-available|validated-parking|classical-design|vegan|brunch|gluten-free|vegetarian-friendly|parking-available|italian-cuisine|wheelchair-access|lunch-and-dinner,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222254,HDFC10177,Latest Recipe - Le Meridien Abu Dhabi,"Embark On A Sensory Journey Of Discovery At This Bright, Contemporary Restaurant. Latest Recipe'S Menu Features Old And New Gastronomic Delights From The East And West.",dining,https://dpimages.crayondata.com/high-res-image/resized/Latest_Recipe_Allday_Dining_Le_Meridien_Abu_Dhabi_NewImage.webp,accepts-cards|brunch|european-cuisine|booking-and-reservations|buffet|other-design|italian-cuisine|live-cooking|couple-friendly|serves-alcohol-full-bar|dine-in|private-dining|casual-dining|cafe|outdoor-seating|valet-parking,Abu Dhabi,"['european-cuisine', 'live-cooking', 'brunch', 'private-dining', 'other-design', 'italian-cuisine', 'serves-alcohol-full-bar', 'buffet', 'valet-parking', 'outdoor-seating', 'cafe', 'booking-and-reservations']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",european-cuisine|live-cooking|brunch|private-dining|other-design|italian-cuisine|serves-alcohol-full-bar|buffet|valet-parking|outdoor-seating|cafe|booking-and-reservations,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222264,LL1146,Le Bistrot - Sheraton Hotel & Resort Abu Dhabi,Explore French Cuisine By Delighting In Favorite European Dishes Perfectly Paired With The Finest Grapes In The Modern Chic Ambiance.,dining,https://dpimages.crayondata.com/high-res-image/resized/Le_Bistrot_International_Bistrot_Sheraton_Abu_Dhabi_Hotel_Resort_NewImage.webp,lunch-and-dinner|breakfast|beers|wifi|wines|couple-friendly|general|serves-alcohol-full-bar|dine-in|private-dining|casual-dining|classical-design|restaurant,Abu Dhabi,"['beers', 'wines', 'classical-design', 'private-dining', 'lunch-and-dinner', 'serves-alcohol-full-bar', 'wifi', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",beers|wines|classical-design|private-dining|lunch-and-dinner|serves-alcohol-full-bar|wifi|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222265,LL1147,Le Meridien Abu Dhabi,"Le Meridien Abu Dhabi, A Seaside Resort In Abu Dhabi, Was Opened In 1979 By Sheikh Zayed, The Father Of The Nation, And Her Majesty Queen Elizabeth. The Hotel Is Close To The Abu Dhabi Mall And Other Well-Known Attractions. It Offers Free Parking, Free Wi-Fi, A Private Beach, And Tranquil Gardens. Le Meridien Abu Dhabi'S Rooms And Suites Are All Tastefully Furnished And Recently Renovated. Modern, Luxurious Hotel Rooms With A Work Desk, A Sitting Space, And A Private Bathroom Are Available In The 5-Star Hotels. Reserve One Of The Roomy Suites That Are Perfect For Families. This Hotel With A Beach Boasts Leisure Facilities Including A Modern Gym And Other Recreational Facilities. Relax In Numerous Sunbeds In The Hotel Swimming Pool Amidst The Tropical Ambiance Of Well-Landscaped Gardens And Dine In At Resort'S Numerous Outlets.",travel,https://dpimages.crayondata.com/high-res-image/resized/Le_Meridien_Abu_Dhabi_Main_Hotel_Photo_NewImage.webp,airport|air-conditioned|infinity-pool|modern-design|5-star|bathrobe|desk|room-service|tv|designated-smoking-area|free-internet|free-parking|mini-bar|garden|fishing|business-center|private-beach|kids-and-family|beach|club-room|beachfront|shuttle-service|sun-terrace|free-toiletries|suite|sea-view|le-meridien|bar|fitness-center|night-club|spa|family-room|allergy-free-room|parks-and-gardens|photocopier|palace|eat-outs,all,"['le-meridien', 'fishing', 'beachfront', 'palace', 'club-room', 'infinity-pool', 'private-beach', 'night-club', 'parks-and-gardens', 'designated-smoking-area', 'business-center', 'sea-view']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",le-meridien|fishing|beachfront|palace|club-room|infinity-pool|private-beach|night-club|parks-and-gardens|designated-smoking-area|business-center|sea-view,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
222199,AC77,Level Shoes,Level Shoes offers products under apparel and accessories category. For more info about the brand visit https://www.levelshoes.com/,apparel and accessories,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/AC77_2_Level_Shoes_New_Image.webp.webp,sports-shoes|sunglasses|boots|flipflops|sandals|pumps|backpacks|regular-retail-store|formal-bags|flats|online-and-in-store|sneakers|casual-shoes|satchels-and-shoulder-bags|footwear-store|bags-and-wallets|casual-bags|heels|leather|briefcase|accessories-store|loafers|men-women-children-shoes|wallets|formal-shoes,all,"['briefcase', 'formal-bags', 'pumps', 'leather', 'sports-shoes', 'backpacks', 'formal-shoes', 'heels', 'wallets', 'sunglasses', 'loafers', 'boots']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",briefcase|formal-bags|pumps|leather|sports-shoes|backpacks|formal-shoes|heels|wallets|sunglasses|loafers|boots,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
222257,LL1148,Makani - Radisson Blu Hotel & Resort Al Ain,"Makani Which Means “My Place” In Arabic, Is An Innovative Outdoor Concept, Featuring A Tasty Arabic Menu Such As Traditional Oriental Salads, Manakish And Mixed Grills. As Well As Delicious Food, Makani Also Serves Various Varieties Of Shishas To Enjoy In This Al Fresco Environment.",dining,https://dpimages.crayondata.com/high-res-image/resized/Makani_Radisson_Blu_Hotel_Resort_Al_Ain_NewImage.webp,arabian-cuisine|casual-dining|lebanese-cuisine|middle-eastern-cuisine|cafe,Al Ain,"['lebanese-cuisine', 'middle-eastern-cuisine', 'arabian-cuisine', 'cafe']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",lebanese-cuisine|middle-eastern-cuisine|arabian-cuisine|cafe,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222255,LL1149,Meridien Plaza - Le Meridien Abu Dhabi,Meridien Plaza - Le Meridien Abu Dhabi offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Meridien_Plaza_Italian_Restaurant_Le_Meridien_Abu_Dhabi_image01.webp,lunch-and-dinner|accepts-cards|parking-available|brunch|beers|wifi|validated-parking|other-design|wines|italian-cuisine|serves-alcohol-full-bar|dine-in|suitable-for-family|take-away|casual-dining|wheelchair-access|outdoor-seating|restaurant|valet-parking,Abu Dhabi,"['suitable-for-family', 'beers', 'validated-parking', 'wines', 'brunch', 'parking-available', 'other-design', 'italian-cuisine', 'wheelchair-access', 'lunch-and-dinner', 'serves-alcohol-full-bar', 'valet-parking']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",suitable-for-family|beers|validated-parking|wines|brunch|parking-available|other-design|italian-cuisine|wheelchair-access|lunch-and-dinner|serves-alcohol-full-bar|valet-parking,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222258,LL1151,Palm Court Cafe - Radisson Blu Hotel & Resort Al Ain,"Unwind And Refresh In Palm Court Café, Which Is Situated In The Atrium Lobby And Is The Perfect Venue For A Cup Of Tea, Starbucks Coffee, Or A Quick Light Snack. Our Cozy Cafe Offers Various Types Of Refreshing Drinks, Finger Food Items, Salads, Sweets, And Fresh Bread From The Bakery.",dining,https://dpimages.crayondata.com/high-res-image/resized/Palm_Court_Radisson_Blu_Hotel_Resort_Al_Ain_NewImage.webp,dine-in|accepts-cards|casual-dining|breakfast|cafe|wifi|other-design|general,Al Ain,"['other-design', 'cafe', 'wifi', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",other-design|cafe|wifi|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222267,LL1152,Radisson Blu Hotel & Resort Abu Dhabi Corniche,Radisson Blu Hotel & Resort Abu Dhabi Corniche offers products under travel category. For more info about the brand visit https://www.radissonhotels.com/en-us/hotels/radisson-blu-resort-abu-dhabi-corniche,travel,https://dpimages.crayondata.com/high-res-image/resized/radisson_abu_merchant.webp,non-smoking-room|airport|city-view|couple|air-conditioned|infinity-pool|valet-parking|modern-design|5-star|laundry-service|bathrobe|desk|room-service|tv|free-internet|free-parking|dry-cleaning|mini-bar|concierge|24-by-7-support|business-center|private-beach|kids-pool|sauna|resort|business-meeting|pool-bar|atm|free-toiletries|suite|banquet-hall|bar|fitness-center|luggage-storage|night-club|tour-desk|spa|allergy-free-room|parks-and-gardens|currency-exchange|photocopier|palace|landmark|eat-outs|radisson-blu,all,"['kids-pool', 'radisson-blu', 'resort', 'palace', 'valet-parking', 'atm', 'infinity-pool', 'private-beach', 'night-club', 'parks-and-gardens', 'city-view', 'business-center']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",kids-pool|radisson-blu|resort|palace|valet-parking|atm|infinity-pool|private-beach|night-club|parks-and-gardens|city-view|business-center,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
222266,LL1153,Radisson Blu Hotel & Resort Al Ain,"Set In Exotic Landscaped Gardens, The Radisson Blu Hotel & Resort, Al Ain Offers Calm And Respite In The Heart Of A Vibrant City. The Garden City Hotel Offers Contemporary Rooms With Views Of One Of The Highest Peaks In The United Arab Emirates, Three Inviting Outdoor Swimming Pools, And An Abundance Of Wellness Experiences. A World Of Leisure Awaits In This Al Ain Hotel. Although Seemingly Worlds Away From Everything Else, Stunning Vistas And World Heritage Sites Are Just A Stone’S Throw Away, Perfect Fo An Easy Escape For An Unforgettable Al Ain Experience While Staying In The Most Spacious Chalets In Al Ain. Both Dubai And Abu Dhabi International Airports Can Be Conveniently Reached Within 90 Minutes By Car.",travel,https://dpimages.crayondata.com/high-res-image/resized/radisson_merchant.webp,restaurant|disabled-friendly|airport|city-view|air-conditioned|infinity-pool|modern-design|laundry-service|bathrobe|studio|designated-smoking-area|free-internet|dry-cleaning|concierge|24-by-7-support|microwave|business-center|museum|resort|business-meeting|suite|bar|kitchenette|kids-activities|tour-desk|spa|family-room|allergy-free-room|parks-and-gardens|photocopier|4-star|eat-outs|radisson-blu|non-smoking-room|couple|desk|room-service|tv|sauna|hair-dryer|pool-bar|refrigerator|free-toiletries|nature-and-wildlife|banquet-hall|luggage-storage|night-club|currency-exchange|parking-available|babysitting,all,"['studio', 'microwave', 'museum', 'radisson-blu', 'resort', 'kitchenette', 'infinity-pool', 'nature-and-wildlife', 'night-club', 'parking-available', 'kids-activities', 'parks-and-gardens']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",studio|microwave|museum|radisson-blu|resort|kitchenette|infinity-pool|nature-and-wildlife|night-club|parking-available|kids-activities|parks-and-gardens,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
